datetime_UTC,site_id,depth_m,replicate,is_timeseries,interval_min,volumetric_water_content_m3_m3,gravimetric_water_content_gH2O_gs,water_potential_kPa
2016-08-08T11:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-08T12:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-08T13:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-08T14:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-08T15:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-08T16:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-08T17:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-08T18:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-08T19:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-08T20:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-08T21:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-08T22:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-08T23:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T00:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T01:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T02:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T03:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T04:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T05:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T06:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T07:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T08:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T09:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T10:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T11:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T12:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T13:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T14:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T15:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T16:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T17:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T18:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T19:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T20:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T21:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T22:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-09T23:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-10T00:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-10T01:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-10T02:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-10T03:00:00Z,BM,0.5,1,True,60.0,0.0859,,
2016-08-10T04:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-10T05:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-10T06:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-10T07:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-10T08:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-10T09:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-10T10:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-10T11:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-10T12:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-10T13:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-10T14:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-10T15:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-10T16:00:00Z,BM,0.5,1,True,60.0,0.0864,,
2016-08-10T17:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-10T18:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-10T19:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-10T20:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-10T21:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-10T22:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-10T23:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-11T00:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-11T01:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-11T02:00:00Z,BM,0.5,1,True,60.0,0.0859,,
2016-08-11T03:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-11T04:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-11T05:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-11T06:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-11T07:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-11T08:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-11T09:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-11T10:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-11T11:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-11T12:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-11T13:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-11T14:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-11T15:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-11T16:00:00Z,BM,0.5,1,True,60.0,0.0864,,
2016-08-11T17:00:00Z,BM,0.5,1,True,60.0,0.0864,,
2016-08-11T18:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-11T19:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-11T20:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-11T21:00:00Z,BM,0.5,1,True,60.0,0.0859,,
2016-08-11T22:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-11T23:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-12T00:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-12T01:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-12T02:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-12T03:00:00Z,BM,0.5,1,True,60.0,0.0859,,
2016-08-12T04:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-12T05:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-12T06:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-12T07:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-12T08:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-12T09:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-12T10:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-12T11:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-12T12:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-12T13:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-12T14:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-12T15:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-12T16:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-12T17:00:00Z,BM,0.5,1,True,60.0,0.0864,,
2016-08-12T18:00:00Z,BM,0.5,1,True,60.0,0.0865,,
2016-08-12T19:00:00Z,BM,0.5,1,True,60.0,0.0857,,
2016-08-12T20:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-12T21:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-12T22:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-12T23:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T00:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T01:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T02:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T03:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T04:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T05:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T06:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T07:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T08:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T09:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T10:00:00Z,BM,0.5,1,True,60.0,0.0859,,
2016-08-13T11:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T12:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T13:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T14:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T15:00:00Z,BM,0.5,1,True,60.0,0.0864,,
2016-08-13T16:00:00Z,BM,0.5,1,True,60.0,0.0864,,
2016-08-13T17:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T18:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T19:00:00Z,BM,0.5,1,True,60.0,0.0859,,
2016-08-13T20:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T21:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T22:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-13T23:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T00:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T01:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T02:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T03:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T04:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T05:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T06:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T07:00:00Z,BM,0.5,1,True,60.0,0.0859,,
2016-08-14T08:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T09:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T10:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T11:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T12:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T13:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T14:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T15:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T16:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T17:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T18:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T19:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T20:00:00Z,BM,0.5,1,True,60.0,0.0858,,
2016-08-14T21:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-14T22:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-14T23:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-15T00:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-15T01:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-15T02:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-15T03:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-15T04:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-15T05:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-15T06:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-15T07:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-15T08:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-15T09:00:00Z,BM,0.5,1,True,60.0,0.0851,,
2016-08-15T10:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-15T11:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-15T12:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-15T13:00:00Z,BM,0.5,1,True,60.0,0.0851,,
2016-08-15T14:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-15T15:00:00Z,BM,0.5,1,True,60.0,0.0851,,
2016-08-15T16:00:00Z,BM,0.5,1,True,60.0,0.0851,,
2016-08-15T17:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-15T18:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-15T19:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-15T20:00:00Z,BM,0.5,1,True,60.0,0.0844,,
2016-08-15T21:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-15T22:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-15T23:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T00:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T01:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T02:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T03:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-16T04:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T05:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T06:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T07:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T08:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-16T09:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T10:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T11:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T12:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T13:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T14:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T15:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T16:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T17:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T18:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T19:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T20:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T21:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-16T22:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-16T23:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-17T00:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-17T01:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-17T02:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-17T03:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-17T04:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-17T05:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-17T06:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-17T07:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-17T08:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-17T09:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-17T10:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-17T11:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-17T12:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-17T13:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-17T14:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-17T15:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-17T16:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-17T17:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-17T18:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-17T19:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-17T20:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-17T21:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-17T22:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-17T23:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-18T00:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-18T01:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-18T02:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-18T03:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-18T04:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-18T05:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-18T06:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-18T07:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-18T08:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-18T09:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-18T10:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-18T11:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-18T12:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-18T13:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-18T14:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-18T15:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-18T16:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-18T17:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-18T18:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-18T19:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-18T20:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-18T21:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-18T22:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-18T23:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-19T00:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-19T01:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-19T02:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-19T03:00:00Z,BM,0.5,1,True,60.0,0.0853,,
2016-08-19T04:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-19T05:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-19T06:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-19T07:00:00Z,BM,0.5,1,True,60.0,0.0853,,
2016-08-19T08:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-19T09:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-19T10:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-19T11:00:00Z,BM,0.5,1,True,60.0,0.0853,,
2016-08-19T12:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-19T13:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-19T14:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-19T15:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-19T16:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-19T17:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-19T18:00:00Z,BM,0.5,1,True,60.0,0.0853,,
2016-08-19T19:00:00Z,BM,0.5,1,True,60.0,0.0852,,
2016-08-19T20:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-19T21:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-19T22:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-19T23:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T00:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T01:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T02:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T03:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T04:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T05:00:00Z,BM,0.5,1,True,60.0,0.0845,,
2016-08-20T06:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T07:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T08:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T09:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T10:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T11:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T12:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T13:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T14:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T15:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T16:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T17:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T18:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T19:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T20:00:00Z,BM,0.5,1,True,60.0,0.0847,,
2016-08-20T21:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T22:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-20T23:00:00Z,BM,0.5,1,True,60.0,0.0839,,
2016-08-21T00:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-21T01:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-21T02:00:00Z,BM,0.5,1,True,60.0,0.0839,,
2016-08-21T03:00:00Z,BM,0.5,1,True,60.0,0.0839,,
2016-08-21T04:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-21T05:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-21T06:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-21T07:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-21T08:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-21T09:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-21T10:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-21T11:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-21T12:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-21T13:00:00Z,BM,0.5,1,True,60.0,0.0847,,
2016-08-21T14:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-21T15:00:00Z,BM,0.5,1,True,60.0,0.0847,,
2016-08-21T16:00:00Z,BM,0.5,1,True,60.0,0.0847,,
2016-08-21T17:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-21T18:00:00Z,BM,0.5,1,True,60.0,0.0846,,
2016-08-21T19:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-21T20:00:00Z,BM,0.5,1,True,60.0,0.0839,,
2016-08-21T21:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-21T22:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-21T23:00:00Z,BM,0.5,1,True,60.0,0.0833,,
2016-08-22T00:00:00Z,BM,0.5,1,True,60.0,0.0834,,
2016-08-22T01:00:00Z,BM,0.5,1,True,60.0,0.0833,,
2016-08-22T02:00:00Z,BM,0.5,1,True,60.0,0.0833,,
2016-08-22T03:00:00Z,BM,0.5,1,True,60.0,0.0833,,
2016-08-22T04:00:00Z,BM,0.5,1,True,60.0,0.0833,,
2016-08-22T05:00:00Z,BM,0.5,1,True,60.0,0.0833,,
2016-08-22T06:00:00Z,BM,0.5,1,True,60.0,0.0833,,
2016-08-22T07:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-22T08:00:00Z,BM,0.5,1,True,60.0,0.0839,,
2016-08-22T09:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-22T10:00:00Z,BM,0.5,1,True,60.0,0.0839,,
2016-08-22T11:00:00Z,BM,0.5,1,True,60.0,0.0839,,
2016-08-22T12:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-22T13:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-22T14:00:00Z,BM,0.5,1,True,60.0,0.0839,,
2016-08-22T15:00:00Z,BM,0.5,1,True,60.0,0.0839,,
2016-08-22T16:00:00Z,BM,0.5,1,True,60.0,0.0839,,
2016-08-22T17:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-22T18:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-22T19:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-22T20:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-22T21:00:00Z,BM,0.5,1,True,60.0,0.0835,,
2016-08-22T22:00:00Z,BM,0.5,1,True,60.0,0.0834,,
2016-08-22T23:00:00Z,BM,0.5,1,True,60.0,0.0834,,
2016-08-23T00:00:00Z,BM,0.5,1,True,60.0,0.0834,,
2016-08-23T01:00:00Z,BM,0.5,1,True,60.0,0.0834,,
2016-08-23T02:00:00Z,BM,0.5,1,True,60.0,0.0834,,
2016-08-23T03:00:00Z,BM,0.5,1,True,60.0,0.0834,,
2016-08-23T04:00:00Z,BM,0.5,1,True,60.0,0.0834,,
2016-08-23T05:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-23T06:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-23T07:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-23T08:00:00Z,BM,0.5,1,True,60.0,0.0841,,
2016-08-23T09:00:00Z,BM,0.5,1,True,60.0,0.0841,,
2016-08-23T10:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-23T11:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-23T12:00:00Z,BM,0.5,1,True,60.0,0.0841,,
2016-08-23T13:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-23T14:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-23T15:00:00Z,BM,0.5,1,True,60.0,0.0841,,
2016-08-23T16:00:00Z,BM,0.5,1,True,60.0,0.0841,,
2016-08-23T17:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-23T18:00:00Z,BM,0.5,1,True,60.0,0.0841,,
2016-08-23T19:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-23T20:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-23T21:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-23T22:00:00Z,BM,0.5,1,True,60.0,0.0841,,
2016-08-23T23:00:00Z,BM,0.5,1,True,60.0,0.0841,,
2016-08-24T00:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-24T01:00:00Z,BM,0.5,1,True,60.0,0.0841,,
2016-08-24T02:00:00Z,BM,0.5,1,True,60.0,0.084,,
2016-08-24T03:00:00Z,BM,0.5,1,True,60.0,0.0841,,
